,amt,category,merchant,merch_long,merch_lat,state,gender,new_unix,is_fraud
242459,1124.85,11,346,-86.089162,33.233436,1,0,1556726123,1
242923,1066.46,11,443,-78.537092,40.383947,38,1,1556745596,1
242968,848.16,12,131,-91.897299,39.732283,12,1,1556747148,1
242997,1193.21,11,175,-91.798182,40.773373,12,1,1556748491,1
243002,888.74,11,687,-85.58823000000001,34.813084,1,0,1556748604,1
243010,999.62,11,174,-78.78950999999999,41.596369,38,1,1556748914,1
243026,21.99,10,684,-85.846374,34.269685,1,0,1556749433,1
243055,956.19,12,491,-79.323656,41.857272,38,1,1556750752,1
243061,1153.13,11,649,-91.872786,41.00876,12,1,1556751070,1
243112,971.12,11,237,-92.543832,42.362931,12,0,1556754700,1
243125,12.02,2,55,-91.631359,42.181834,12,0,1556755594,1
243147,354.92,4,428,-92.462597,41.962021,12,0,1556756682,1
243161,1082.36,11,649,-93.038723,42.795639,12,0,1556757458,1
243187,309.91,4,241,-85.696347,33.339971000000006,1,0,1556759228,1
243260,301.68,4,447,-86.462692,34.847605,1,0,1556764084,1
243271,262.04,4,25,-85.018801,33.482372999999995,1,0,1556764592,1
244629,6.03,7,169,-69.93032600000001,45.473741,21,0,1556830971,1
244650,298.28,4,459,-86.608127,34.520154,1,0,1556831808,1
244690,21.28,7,257,-91.095836,42.939837,12,0,1556833015,1
244717,853.98,12,246,-71.444973,44.440966,21,0,1556834170,1
244723,1125.96,11,593,-70.564634,45.368787,21,0,1556834327,1
244783,691.31,8,426,-71.38364200000001,45.541696,21,0,1556836884,1
244800,19.49,10,114,-92.598216,43.545203,12,0,1556837386,1
244857,303.79,4,194,-84.83327299999999,38.800156,17,0,1556840442,1
244871,306.72,4,428,-86.047701,37.977558,17,0,1556841108,1
244895,337.56,4,645,-91.161346,41.76893,12,0,1556842480,1
244902,14.77,3,242,-87.891483,45.767114,22,0,1556842889,1
245000,282.74,4,472,-85.199931,38.471055,17,0,1556848874,1
245097,325.92,4,428,-69.79615799999999,44.274591,21,0,1556854732,1
245656,1022.06,11,72,-87.566214,46.404194,22,0,1556883932,1
246244,1023.37,11,687,-71.052701,45.535444,21,0,1556907731,1
246494,7.46,13,335,-69.998695,44.297744,21,0,1556917514,1
246500,814.8,8,434,-71.061607,44.452708,21,0,1556917768,1
246536,975.74,12,467,-84.76560699999999,37.625414,17,0,1556919116,1
246552,846.66,11,200,-86.069574,38.61489,17,0,1556919748,1
246579,820.32,8,206,-85.952881,37.849621,17,0,1556920770,1
246580,19.21,7,396,-91.150285,41.920526,12,0,1556920823,1
246602,1145.78,11,616,-85.570853,37.749221,17,0,1556921865,1
246650,239.8,6,7,-92.548493,43.213211,12,0,1556923814,1
246656,2.45,13,218,-71.570619,45.313893,21,0,1556924019,1
246755,6.02,2,107,-89.849288,41.083456,14,1,1556927806,1
246818,292.98,4,602,-85.924582,37.744781,17,0,1556930103,1
246838,338.57,4,602,-87.65495200000001,46.911302,22,0,1556931057,1
246986,9.71,2,117,-89.295327,39.923504,14,1,1556937814,1
248555,960.2,11,528,-85.237184,38.110034000000006,17,0,1556991741,1
249031,821.37,8,303,-91.198768,41.24976,14,1,1557004139,1
249065,966.42,11,238,-87.336327,46.83328,22,0,1557004858,1
249074,642.16,8,245,-90.082664,40.029847,14,1,1557005120,1
249101,830.2,12,429,-87.048548,47.239598,22,0,1557005788,1
249173,748.49,12,656,-88.96927,45.488787,22,0,1557007512,1
249253,889.2,8,560,-85.516708,37.940486,17,0,1557009620,1
249266,19.8,7,66,-86.55895500000001,37.204476,17,0,1557009847,1
249275,117.07,1,378,-87.369849,46.985958,22,0,1557010010,1
249298,50.21,9,673,-88.403518,46.401703000000005,22,0,1557010675,1
250928,319.27,4,194,-89.314288,41.259322,14,1,1557063606,1
252220,903.55,11,295,-91.211542,40.44778,14,1,1557091304,1
252254,296.06,4,459,-89.619169,40.653201,14,1,1557092155,1
252257,936.54,11,510,-89.608416,40.156621,14,1,1557092179,1
252426,927.87,11,392,-89.858572,40.529062,14,1,1557096086,1
252620,317.07,4,442,-85.39877299999999,42.506517,22,1,1557102383,1
252710,300.28,4,466,-84.888745,43.421993,22,1,1557105752,1
252781,738.41,12,627,-83.172763,40.450626,35,0,1557108338,1
252784,277.17,4,570,-85.079532,43.281135,22,1,1557108407,1
255221,18.81,7,169,-83.261179,39.406271,35,0,1557176464,1
255297,21.68,7,202,-82.98897099999999,39.663598,35,0,1557178393,1
255303,1000.13,11,504,-85.582879,42.620384,22,1,1557178568,1
255366,21.88,10,520,-83.098022,39.374314,35,0,1557179898,1
255473,9.38,13,90,-82.823287,39.063855,35,0,1557182512,1
255641,879.81,11,386,-83.722624,39.426447,35,0,1557193289,1
255693,270.17,4,459,-84.842793,42.577847,22,1,1557196740,1
255950,9.48,2,607,-84.66709200000001,44.087458000000005,22,1,1557215398,1
256865,866.57,8,108,-85.372843,43.539781,22,1,1557263257,1
256886,1078.2,11,557,-85.587345,42.842345,22,1,1557264208,1
256932,233.95,6,552,-81.881055,40.383245,35,0,1557266346,1
260596,508.52,0,115,-76.344112,41.881391,38,0,1557443735,1
260744,714.34,12,349,-76.073415,41.111742,38,0,1557451744,1
260811,907.53,11,616,-75.80881600000001,41.91851,38,0,1557455158,1
261890,137.27,1,348,-76.04254499999999,42.384572,38,0,1557507609,1
262286,19.65,5,611,-75.325967,41.028155,38,0,1557522936,1
262357,19.66,7,373,-75.003096,42.131125,38,0,1557525752,1
262530,8.52,2,321,-106.811246,34.539196000000004,32,0,1557532158,1
262532,6.3,9,298,-106.302231,35.802013,32,0,1557532228,1
262542,830.38,12,141,-106.273871,35.678266,32,0,1557532657,1
262586,772.65,12,545,-76.019716,42.001193,38,0,1557534375,1
262661,6.38,2,107,-80.357341,32.191323,40,1,1557537081,1
262687,338.29,4,678,-105.966085,35.067209000000005,32,0,1557537876,1
262784,335.39,4,309,-74.887739,40.838544,38,0,1557541670,1
262820,6.8,9,93,-76.102994,41.300012,38,0,1557543056,1
263253,315.39,4,466,-80.01530100000001,32.61373,40,1,1557559335,1
264027,18.85,5,80,-75.31302099999999,41.513291,38,0,1557584782,1
264945,760.07,12,201,-80.731085,32.558188,40,1,1557609617,1
264993,22.32,7,373,-107.559497,34.838258,32,0,1557610856,1
265043,19.17,10,254,-74.69636899999999,42.115722,38,0,1557612143,1
265070,19.94,7,228,-74.888777,41.915976,38,0,1557612947,1
265088,18.84,7,126,-75.56741099999999,40.981943,38,0,1557613475,1
265131,26.14,5,5,-74.870356,42.131471000000005,38,0,1557614946,1
265153,535.28,0,390,-79.781722,33.558906,40,1,1557615580,1
265155,808.21,8,140,-87.39419000000001,45.365781,22,0,1557615655,1
265157,899.1,9,63,-86.089324,47.318087,22,0,1557615734,1
265173,10.79,2,381,-86.2293,47.026068,22,0,1557616202,1
265252,1016.88,11,175,-105.850349,35.555771,32,0,1557618595,1
265265,11.16,3,613,-80.497073,31.900887,40,1,1557619061,1
265303,494.73,0,451,-106.144941,34.743454,32,0,1557620255,1
265325,1152.92,11,649,-106.612729,34.476275,32,0,1557621033,1
265353,580.32,0,145,-106.993296,34.307045,32,0,1557622196,1
265375,10.64,2,605,-87.607331,45.778311,22,0,1557623211,1
265652,12.34,2,625,-79.058897,33.361891,40,1,1557632980,1
265848,6.7,2,559,-80.001776,33.484412,40,1,1557639107,1
267000,892.48,11,536,-79.000376,33.289518,40,1,1557672430,1
267099,849.39,11,256,-80.613017,32.498541,40,1,1557674497,1
267243,17.38,5,105,-106.078988,34.611238,32,0,1557677355,1
267518,1006.63,11,571,-78.55789,40.018017,38,0,1557683277,1
268049,993.66,11,105,-104.177415,38.93627,5,1,1557695077,1
268167,242.48,6,15,-107.278459,35.557521,32,0,1557697607,1
268216,1.91,13,9,-78.183931,41.878766,38,0,1557698505,1
268251,740.25,12,144,-105.587525,38.484692,5,1,1557699207,1
268274,1086.16,11,687,-80.233594,32.204542,40,1,1557699660,1
268278,17.53,5,540,-85.66601999999999,46.763934000000006,22,0,1557699668,1
268299,8.74,13,441,-105.975287,34.642188,32,0,1557700284,1
268331,20.57,7,61,-86.610212,45.740042,22,0,1557700934,1
268353,51.0,10,114,-78.018158,41.439368,38,0,1557701449,1
268392,276.33,4,468,-104.291257,38.428237,5,1,1557702819,1
268510,299.87,4,608,-105.043991,38.857114,5,1,1557706362,1
268544,289.58,4,394,-104.29836,37.509739,5,1,1557707693,1
268625,341.59,4,73,-86.882529,46.611634,22,0,1557710574,1
268725,300.92,4,217,-105.34521,38.436271000000005,5,1,1557714022,1
268731,892.04,12,131,-87.107632,45.614452,22,0,1557714219,1
268799,991.3,11,337,-86.906187,45.712111,22,0,1557716209,1
270340,701.48,12,473,-103.709945,38.269411,5,1,1557762898,1
271139,1059.44,11,503,-105.093446,37.95742,5,1,1557782363,1
271250,1123.17,11,649,-103.950877,37.753404,5,1,1557785405,1
271308,7.18,7,264,-77.396537,41.518843,38,0,1557786603,1
271339,298.97,6,322,-86.722433,47.193691,22,0,1557787370,1
271388,1079.81,11,198,-105.182532,37.811132,5,1,1557788270,1
271479,690.66,8,426,-90.255845,35.061103,25,0,1557793901,1
271489,309.98,4,442,-90.311485,34.974045000000004,25,0,1557794430,1
271515,11.86,2,497,-89.183075,33.396357,25,0,1557795922,1
271575,295.36,4,147,-89.781151,34.568443,25,0,1557800520,1
272766,887.07,11,304,-89.679059,33.911615999999995,25,0,1557870189,1
272808,776.21,12,101,-88.846171,34.512671000000005,25,0,1557871736,1
272825,8.84,9,222,-90.101491,34.711551,25,0,1557872925,1
272829,936.42,12,277,-90.335814,34.548939000000004,25,0,1557873159,1
272840,694.32,8,227,-89.31381400000001,34.148725,25,0,1557873767,1
272852,1015.2,11,209,-89.981414,34.55069,25,0,1557874177,1
272915,11.91,2,55,-89.147076,35.306453000000005,25,0,1557878253,1
272949,280.96,4,147,-89.314074,35.127887,25,0,1557879939,1
272969,334.72,4,29,-87.458404,34.917928,1,0,1557881153,1
272988,750.57,8,245,-89.333422,34.328915,25,0,1557882154,1
273012,6.81,2,399,-89.679913,34.872931,25,0,1557883693,1
273646,1018.88,11,604,-90.531802,34.30288,25,0,1557923472,1
273719,1076.77,12,32,-87.694158,33.886520000000004,1,0,1557926296,1
274173,984.26,11,70,-89.361923,34.210722,25,0,1557945361,1
274374,307.88,4,217,-87.54431899999999,33.399597,1,0,1557954552,1
274420,259.24,4,316,-86.913299,33.665301,1,0,1557956471,1
274526,1131.15,11,8,-87.536328,34.207454,1,0,1557961198,1
274609,350.88,4,543,-98.654576,40.168247,29,0,1557965805,1
274614,22.57,2,243,-99.673822,40.465727,29,0,1557966014,1
274859,11.34,2,508,-80.320403,36.980322,27,0,1557982104,1
275628,869.74,8,354,-88.057686,35.118673,1,0,1558019349,1
276035,964.17,11,238,-87.91340500000001,34.766076,1,0,1558033693,1
276198,874.45,8,475,-98.963429,40.535701,29,0,1558040603,1
276213,784.69,8,426,-98.356994,40.297181,29,0,1558041297,1
276243,1000.56,11,392,-87.790192,33.846164,1,0,1558042455,1
276281,288.45,4,329,-88.686542,34.701574,1,0,1558044084,1
276315,823.01,8,245,-88.274323,35.202832,1,0,1558045545,1
276323,989.16,12,101,-88.65307,34.928611,1,0,1558045729,1
276368,803.64,8,661,-98.888914,39.35034,29,0,1558047276,1
276371,1016.56,11,337,-88.578446,33.503949,1,0,1558047312,1
276377,823.49,12,101,-79.51965600000001,36.75853,27,0,1558047438,1
276383,945.82,11,8,-80.072758,35.129876,27,0,1558047597,1
276404,298.66,4,466,-80.133351,35.592890000000004,27,0,1558049003,1
276416,8.27,2,488,-110.124889,39.500255,44,1,1558049554,1
276452,21.11,2,285,-98.829185,39.760017,29,0,1558051608,1
276536,288.62,4,359,-108.74083799999998,39.161336,44,1,1558056931,1
276545,7.81,2,549,-109.569386,37.727841,44,1,1558057612,1
276549,6.94,2,498,-79.116692,35.880077,27,0,1558057823,1
276575,351.2,4,86,-123.081267,38.653491,4,0,1558059036,1
276581,23.84,2,243,-123.096167,37.575484,4,0,1558059428,1
276770,304.52,4,329,-109.386308,39.402262,44,1,1558070205,1
277307,1069.68,11,503,-97.869817,39.319064,29,0,1558096931,1
278097,874.29,12,144,-98.881492,39.98626,29,0,1558126916,1
278103,303.68,4,20,-98.558199,39.647243,29,0,1558127287,1
278144,920.34,11,687,-79.284284,35.871499,27,0,1558128743,1
278147,1175.88,11,175,-99.166069,40.368226,29,0,1558128852,1
278156,343.27,4,309,-99.383553,40.863615,29,0,1558129039,1
278170,873.24,11,72,-122.184361,37.722091,4,0,1558129586,1
278198,1069.41,11,346,-79.304202,35.187093,27,0,1558130622,1
278215,126.78,1,2,-98.865731,40.21357,29,0,1558131316,1
278234,1006.34,11,189,-109.706519,39.423713,44,1,1558131984,1
278253,1158.16,12,484,-98.745168,39.787016,29,0,1558132637,1
278280,635.33,8,140,-122.32777,38.637569,4,0,1558133738,1
278283,1026.88,11,346,-122.209983,39.140867,4,0,1558133895,1
278403,1017.3,11,72,-74.441906,41.503255,31,0,1558139829,1
278433,9.63,2,107,-109.800309,37.959257,44,1,1558140984,1
278450,1217.09,11,174,-74.511901,40.470793,31,0,1558141543,1
278478,283.21,4,268,-110.193522,37.870377000000005,44,1,1558142279,1
278647,352.09,4,329,-74.307518,41.863686,31,0,1558148385,1
278810,335.77,4,645,-74.42985,41.001601,31,0,1558155532,1
279729,827.78,12,473,-123.522281,37.90017,4,0,1558190163,1
280414,826.2,12,656,-123.892576,37.496306,4,0,1558209013,1
280616,9.94,13,335,-75.04774599999999,40.286563,31,0,1558213944,1
280634,26.47,5,579,-74.364409,40.683632,31,0,1558214326,1
280637,1018.08,11,594,-122.742773,38.625008,4,0,1558214384,1
280646,124.67,1,315,-74.04571800000001,40.920282,31,0,1558214481,1
280716,313.21,4,268,-123.186131,39.013407,4,0,1558216031,1
280742,1040.49,11,593,-110.397836,38.679912,44,1,1558216574,1
280748,881.95,11,443,-109.146111,37.662655,44,1,1558216640,1
280778,495.83,0,152,-74.996599,41.17082,31,0,1558217458,1
280787,799.36,8,177,-122.355959,38.207717,4,0,1558217671,1
281011,268.23,4,563,-73.189015,43.161287,30,1,1558225479,1
281022,812.69,8,354,-70.114509,43.986638,21,1,1558225836,1
281071,322.8,4,678,-69.53648100000001,43.718963,21,1,1558227700,1
281073,317.53,4,608,-74.087962,41.147211,31,0,1558227738,1
281166,966.07,12,656,-75.20781099999999,41.500531,31,0,1558231411,1
281187,307.58,4,442,-106.71326100000002,39.609764,5,1,1558232122,1
281212,749.17,8,597,-69.40898100000001,44.078361,21,1,1558233056,1
281216,338.19,4,447,-74.512287,41.627839,31,0,1558233211,1
281224,921.05,9,587,-75.148116,40.383473,31,0,1558233576,1
281247,315.49,4,345,-72.15866899999999,43.794393,30,1,1558234227,1
282315,1007.47,11,594,-106.698121,39.541137,5,1,1558268652,1
282744,1072.94,11,304,-69.555435,43.9146,21,1,1558278364,1
283095,905.88,11,502,-70.406181,43.708244,21,1,1558286993,1
283689,1019.96,11,198,-106.503599,40.353567,5,1,1558300974,1
283718,17.33,7,643,-70.700479,43.309343,21,1,1558301575,1
283732,10.51,13,191,-73.85748199999999,41.86458,31,0,1558301807,1
283743,916.79,11,347,-72.13547,43.843171000000005,30,1,1558302178,1
283754,1148.2,11,510,-72.537626,43.212062,30,1,1558302388,1
283771,1009.55,11,175,-70.93562800000001,43.225369,21,1,1558302710,1
283883,915.78,12,349,-73.753117,41.753021,31,0,1558305308,1
283908,519.54,0,538,-75.457856,41.201105,31,0,1558305909,1
283932,1206.13,11,386,-105.788249,39.355581,5,1,1558306313,1
283955,11.83,3,88,-69.102103,43.196251,21,1,1558306852,1
284063,909.24,11,372,-92.234714,34.850095,2,0,1558310558,1
284064,449.67,0,263,-91.661265,33.327923,2,0,1558310574,1
284079,10.36,3,363,-105.701791,40.394856,5,1,1558310989,1
284100,850.47,8,235,-92.282132,34.92158,2,0,1558311493,1
284106,306.7,4,217,-71.324967,43.559741,30,1,1558311759,1
284119,972.82,11,6,-90.408773,34.156813,2,0,1558312169,1
284157,300.46,4,20,-71.935998,43.274821,19,0,1558313484,1
284243,7.52,9,682,-91.379526,34.577799,2,0,1558316503,1
284255,10.74,2,549,-69.845701,43.804709,21,1,1558316810,1
284257,958.33,11,6,-91.385451,34.516845,2,0,1558316917,1
284285,315.48,4,239,-117.661666,33.033590999999994,4,1,1558317767,1
284331,297.07,4,12,-71.917416,43.078253,30,1,1558319249,1
284366,307.24,4,359,-70.520557,44.700235,21,1,1558320263,1
284375,1025.83,11,8,-92.228039,33.797864000000004,2,0,1558320543,1
284455,11.15,2,208,-107.319323,39.570466,5,1,1558323165,1
285082,320.87,4,428,-69.418423,43.600553000000005,21,1,1558345299,1
285774,916.46,8,327,-71.40061,43.178688,30,1,1558363250,1
286054,19.82,7,495,-91.073377,34.061912,2,0,1558369628,1
286783,561.06,0,3,-69.058194,44.174419,21,1,1558386026,1
286791,126.96,1,2,-91.823343,34.021363,2,0,1558386210,1
286803,1042.49,12,483,-71.751317,42.220202,19,0,1558386437,1
286808,978.75,11,27,-69.006486,44.42101,21,1,1558386505,1
286831,8.65,9,629,-107.119232,38.535131,5,1,1558386899,1
286839,407.08,0,538,-72.318896,41.923201,19,0,1558387048,1
286840,770.45,8,269,-118.127135,33.396117,4,1,1558387073,1
286852,985.99,11,198,-69.39044399999999,44.162998,21,1,1558387370,1
286876,924.0,11,392,-106.687688,38.56803,5,1,1558387807,1
286903,1053.47,11,337,-71.984872,43.697849,30,1,1558388398,1
286908,7.73,9,83,-72.264315,43.85233,30,1,1558388441,1
286913,1030.02,11,594,-72.37270500000001,42.589148,30,1,1558388557,1
286915,1031.55,11,6,-72.944852,42.230066,30,1,1558388616,1
286927,1125.63,11,200,-69.98759799999999,43.786161,21,1,1558388991,1
286958,761.93,8,623,-118.706493,32.990922999999995,4,1,1558389571,1
286980,869.16,8,535,-72.506439,43.556232,30,1,1558390042,1
286987,1262.19,11,594,-70.439097,43.879003,21,1,1558390199,1
287005,24.14,7,396,-91.544078,34.412382,2,0,1558390494,1
287019,7.72,9,513,-118.916992,33.800832,4,1,1558390707,1
287032,665.68,8,79,-71.889404,41.784192,19,0,1558391018,1
287043,888.97,8,349,-118.047847,33.926038,4,1,1558391295,1
287050,988.92,11,198,-118.329441,33.14525,4,1,1558391396,1
287079,1060.74,11,256,-71.579143,42.747212,30,1,1558392022,1
287083,10.1,9,615,-119.091738,33.06044,4,1,1558392166,1
287102,1145.9,12,349,-117.538701,33.789752,4,1,1558392594,1
287176,292.9,4,447,-72.020826,43.098175,19,0,1558396603,1
287244,330.51,4,20,-71.304156,41.851659000000005,19,0,1558401567,1
287262,371.7,4,645,-92.229934,33.890441,2,0,1558403050,1
287335,11.14,2,488,-117.863369,34.640588,4,1,1558407376,1
287362,14.43,3,324,-91.177773,34.384624,2,0,1558408506,1
288000,1041.69,11,238,-72.707537,42.096601,19,0,1558450308,1
288564,957.4,11,193,-117.923465,34.651145,4,1,1558476896,1
288598,20.17,10,1,-90.498247,34.678448,2,0,1558478429,1
288599,22.51,10,655,-91.781429,33.744638,2,0,1558478442,1
288609,852.16,12,480,-71.796894,41.86872,19,0,1558478931,1
288610,704.16,8,342,-72.72196,43.244289,19,0,1558478951,1
288641,9.71,3,363,-95.318658,38.79666,16,1,1558480666,1
288669,326.13,4,550,-94.674566,38.943689,16,1,1558482928,1
288728,1048.41,11,557,-124.229036,42.06479,4,0,1558486915,1
288753,828.47,8,661,-125.089695,41.921281,4,0,1558488388,1
288769,397.97,4,645,-125.091116,41.713509,4,0,1558489497,1
290130,544.63,0,0,-124.41718,41.215842,4,0,1558559716,1
290168,925.49,12,640,-95.796453,38.077066,16,1,1558561573,1
290209,124.71,1,34,-124.64786399999998,42.871306,4,0,1558563183,1
290305,8.84,2,381,-84.139586,45.999552,22,1,1558568257,1
290335,9.75,2,243,-84.796224,46.136123,22,1,1558569556,1
290346,319.58,4,428,-95.093845,38.114785,16,1,1558570581,1
290384,280.47,4,268,-95.672336,39.558807,16,1,1558573297,1
290391,350.77,4,25,-124.663858,42.607731,4,0,1558573745,1
290413,754.98,8,271,-94.97421,39.058486,16,1,1558574813,1
290417,310.24,4,196,-96.312664,38.583507,16,1,1558575231,1
290466,11.98,2,24,-95.592504,39.139863,16,1,1558578921,1
290467,320.76,4,270,-84.573605,45.451083,22,1,1558578926,1
291943,544.9,0,81,-95.8468,39.687043,16,1,1558645500,1
291976,1009.31,11,616,-94.85084,39.90999,16,1,1558646527,1
291988,853.5,11,503,-85.339621,45.231787,22,1,1558646899,1
291989,850.38,8,514,-83.73521600000001,45.377488,22,1,1558646909,1
292030,485.64,0,450,-123.208734,42.82876,4,0,1558648182,1
292059,909.0,11,504,-94.682893,39.737768,16,1,1558649237,1
292239,331.05,4,94,-90.168852,32.581681,25,1,1558657429,1
292325,328.67,4,572,-90.011511,31.647493,25,1,1558661294,1
292329,271.11,4,394,-84.668301,45.917293,22,1,1558661458,1
292341,347.31,4,415,-82.386545,27.431643,9,1,1558662469,1
292347,323.37,4,359,-82.283424,27.951345,9,1,1558662638,1
292377,10.15,2,119,-85.261284,45.697423,22,1,1558664161,1
292535,298.4,4,570,-83.237608,27.943157,9,1,1558671811,1
292761,11.04,2,231,-83.82775600000001,46.032496,22,1,1558683911,1
292789,757.99,8,342,-82.436047,27.732333,9,1,1558685036,1
292838,303.67,4,494,-81.726989,27.679901,9,1,1558687019,1
292895,321.38,4,466,-90.207805,32.074403000000004,25,1,1558689603,1
294268,305.47,4,550,-89.717974,30.664959000000003,25,1,1558734329,1
294271,923.22,12,601,-89.69695300000001,31.790054,25,1,1558734460,1
294358,957.51,11,105,-90.526663,30.880668,25,1,1558737380,1
294510,18.55,2,273,-89.356887,30.851566,25,1,1558742307,1
294687,21.45,2,407,-89.36731,31.451459000000003,25,1,1558748006,1
296040,971.49,11,430,-91.154475,32.055679,25,1,1558790799,1
296433,799.74,12,32,-82.879576,27.609339,9,1,1558798934,1
297330,790.1,8,524,-90.524579,31.949469,25,1,1558818168,1
297332,980.15,11,630,-82.945002,27.325637,9,1,1558818175,1
297335,21.74,5,276,-89.136975,39.120274,14,0,1558818179,1
297358,924.87,12,454,-91.03353,30.862325,25,1,1558818715,1
297382,928.19,11,13,-71.62719399999999,43.464862,19,1,1558819275,1
297386,215.28,6,471,-89.014211,39.631119,14,0,1558819328,1
297406,1099.98,11,347,-70.97409300000001,43.355523,19,1,1558819598,1
297435,785.52,12,473,-82.244281,27.97392,9,1,1558820433,1
297448,7.95,9,191,-70.233212,42.580576,19,1,1558820848,1
297458,21.25,10,382,-72.129936,43.679706,19,1,1558820961,1
297479,1113.44,12,640,-89.485068,39.057302,14,0,1558821421,1
297524,9.52,13,90,-89.608769,39.855049,14,0,1558822330,1
297529,886.21,11,337,-70.817338,43.041305,19,1,1558822481,1
297532,19.36,5,123,-88.695627,39.337344,14,0,1558822572,1
297617,843.58,11,238,-72.010326,42.834261,19,1,1558824460,1
297619,297.09,6,100,-89.377421,38.662502,14,0,1558824521,1
297680,355.87,4,563,-89.878875,38.817193,14,0,1558825785,1
297708,9.05,2,358,-89.947163,38.571334,14,0,1558826644,1
297716,12.11,2,463,-85.719421,38.444667,17,1,1558826821,1
297825,865.22,12,252,-89.365522,38.904527,14,0,1558830154,1
297932,365.13,4,64,-90.579063,33.614074,25,0,1558833043,1
297958,13.55,2,119,-84.805908,39.311542,17,1,1558833956,1
297980,313.29,4,329,-85.546118,38.645106,17,1,1558834386,1
298086,885.32,11,528,-88.274235,39.603843,14,0,1558837087,1
298124,816.62,12,48,-88.467237,39.280142,14,0,1558838019,1
298138,9.46,2,549,-70.75268299999999,41.880824,19,1,1558838261,1
298263,298.53,4,268,-71.558539,41.894298,19,1,1558841929,1
298378,10.42,2,463,-85.66263000000001,38.540716,17,1,1558845568,1
298399,308.68,4,194,-84.71081099999999,38.140363,17,1,1558846299,1
301175,963.9,8,149,-86.225874,39.129897,17,1,1558904418,1
301180,19.14,10,74,-85.704133,39.005862,17,1,1558904508,1
301215,769.6,8,560,-85.770699,38.647171,17,1,1558905115,1
301229,281.96,6,7,-88.404093,39.776831,14,0,1558905433,1
301253,589.27,0,637,-89.953416,34.527371,25,0,1558905878,1
301260,536.59,0,451,-89.468384,38.937877,14,0,1558906000,1
301397,3.19,7,651,-91.476321,33.453428,25,0,1558908186,1
301401,49.78,9,191,-90.736167,33.096940999999994,25,0,1558908204,1
301415,1151.15,11,649,-71.820813,43.603152,19,1,1558908473,1
301431,19.02,10,408,-89.025024,38.642316,14,0,1558908826,1
301436,909.81,11,256,-91.154627,34.100559000000004,25,0,1558908912,1
301467,900.02,11,372,-70.691569,42.095214,19,1,1558909390,1
301520,24.76,10,199,-89.951194,39.008056,14,0,1558910348,1
301538,1090.66,11,594,-70.958784,42.864514,19,1,1558910641,1
301544,1228.27,12,531,-84.46748000000001,38.049332,17,1,1558910685,1
301556,850.26,11,616,-70.434766,41.946787,19,1,1558910921,1
301606,8.29,2,103,-86.211533,38.028499,17,1,1558911959,1
301613,10.09,2,559,-84.982955,39.436558000000005,17,1,1558912167,1
301695,275.35,4,447,-85.383812,39.151888,17,1,1558914866,1
301705,9.68,2,518,-84.645923,39.108733,17,1,1558915154,1
305141,857.84,11,392,-85.75756899999999,39.119698,17,1,1558993711,1
305250,1221.91,12,267,-86.413167,37.898578,17,1,1558995729,1
305523,813.98,8,524,-73.748145,43.448322,34,0,1559008124,1
305559,355.13,4,494,-77.712902,43.083104,34,1,1559010520,1
306392,1014.68,11,604,-108.32456100000002,43.901077,50,1,1559054608,1
307263,924.45,8,36,-108.014219,42.655037,50,1,1559088117,1
307280,6.84,2,522,-107.326056,43.707644,50,1,1559088977,1
307402,339.21,4,550,-108.150158,43.198771,50,1,1559096017,1
307415,15.95,3,446,-78.747801,41.41192,34,1,1559096426,1
307439,338.62,4,194,-78.306012,43.177015,34,1,1559097459,1
307463,127.53,1,219,-75.203778,43.919861,34,0,1559098470,1
308896,857.79,11,528,-108.644922,42.343435,50,1,1559159654,1
309039,1121.83,11,72,-77.277187,42.423839,34,1,1559164259,1
309109,877.55,8,140,-78.545401,42.432123,34,1,1559166550,1
309135,19.79,10,477,-73.69653000000001,44.698146,34,0,1559167322,1
309210,793.81,11,337,-109.060297,43.442907,50,1,1559169466,1
309232,316.37,4,427,-77.378428,42.311352,34,1,1559170137,1
309243,1020.23,11,347,-108.7889,43.573202,50,1,1559170654,1
309353,286.05,4,572,-92.69264,43.141902,12,1,1559176036,1
311544,994.15,11,193,-93.963322,42.499543,12,1,1559254841,1
311677,259.06,4,468,-93.362933,43.082698,12,1,1559260314,1
311854,297.57,4,678,-94.210116,42.031859,12,1,1559267330,1
311953,8.41,2,77,-93.837351,42.134084,12,1,1559271312,1
313705,929.73,11,31,-94.271438,42.239483,12,1,1559336729,1
313855,806.28,12,387,-93.556688,42.093585,12,1,1559341268,1
313911,132.79,1,230,-93.802875,43.404967,12,1,1559342767,1
320874,777.44,8,448,-74.013853,42.865917,34,1,1559509622,1
320916,1115.25,11,430,-75.534918,42.276069,34,1,1559510465,1
321068,1107.96,11,386,-74.43726,42.266149,34,1,1559513124,1
321289,776.56,12,252,-82.392712,39.901589,35,0,1559517037,1
321369,11.89,2,399,-74.241823,41.326205,34,1,1559519202,1
321377,320.65,4,345,-82.51638299999999,40.345534,35,0,1559519495,1
321398,9.81,2,559,-122.168272,47.755565,47,0,1559520298,1
321514,1050.47,11,193,-122.644168,48.50046,47,0,1559523915,1
321517,9.69,2,381,-82.457065,39.855829,35,0,1559524015,1
321549,8.53,2,181,-76.929704,39.539043,38,0,1559524794,1
321603,12.62,3,158,-81.61437600000001,39.787828000000005,35,0,1559526152,1
